Lift Capacity,Number of floors,Number of lifts,Lift speed,Lift Strategy,Call Strategy,Call Frequency,Lift Stop Time,Usage Rate
7,173,19,15,2,0,188,1,baixo
14,93,16,11,1,0,166,2,baixo
5,84,9,12,0,1,132,2,alto
15,93,13,12,1,1,149,3,medio
8,198,32,17,2,0,193,1,baixo
13,99,19,11,0,1,118,2,alto
9,174,19,18,0,0,185,1,medio
15,93,13,12,0,1,166,1,medio
12,129,16,11,2,1,52,1,medio
11,143,18,15,2,0,136,2,alto
6,191,24,15,1,0,40,3,baixo
15,83,16,9,2,1,47,1,baixo
5,52,10,8,1,1,193,2,baixo
5,134,23,15,1,1,119,1,alto
6,98,16,12,1,1,109,2,medio
7,67,9,10,2,0,38,2,medio
13,188,29,17,0,1,54,3,medio
6,176,19,15,2,1,68,2,alto
9,187,19,18,2,1,91,3,alto
9,120,24,13,0,0,90,1,baixo
8,63,8,11,1,1,163,2,medio
9,172,31,15,0,0,162,1,baixo
7,136,13,15,2,0,26,2,medio
14,155,19,14,1,0,86,3,alto
7,184,27,15,1,1,184,3,baixo
10,76,8,11,2,1,105,2,alto
13,107,16,13,2,0,61,1,medio
6,145,18,12,2,0,141,3,medio
5,78,9,10,0,0,122,1,alto
12,136,19,11,2,0,109,1,alto
13,106,14,12,2,0,36,2,baixo
6,173,27,14,2,1,60,2,alto
5,163,26,15,2,0,84,1,baixo
14,181,23,16,0,1,97,4,medio
9,167,31,13,2,0,65,2,baixo
5,128,22,11,1,1,98,2,medio
15,170,28,13,2,0,108,1,baixo
15,156,24,12,0,0,43,2,baixo
5,182,21,18,2,0,186,3,medio
14,153,22,13,2,0,45,2,baixo
14,160,26,15,1,0,165,2,baixo
11,52,5,8,1,1,46,2,alto
7,143,19,14,2,1,144,2,medio
12,180,23,14,1,0,128,3,medio
5,160,20,13,0,0,115,1,medio
12,88,9,10,0,1,88,2,alto
10,102,20,11,0,0,43,2,baixo
11,196,27,13,0,0,123,1,medio
11,171,22,18,0,1,168,3,medio
7,178,27,14,0,1,180,1,baixo
11,54,8,8,2,0,54,1,alto
11,92,14,12,0,1,192,1,medio
9,114,14,12,2,1,68,2,alto
10,167,17,18,1,1,145,4,alto
5,87,9,12,2,0,85,3,alto
12,92,18,13,0,0,166,1,baixo
13,127,22,15,2,0,79,2,medio
10,164,29,17,1,1,151,1,medio
5,135,24,14,2,0,52,3,baixo
14,86,16,10,1,1,197,2,baixo
13,120,23,12,1,1,93,3,baixo
7,170,20,15,2,1,77,1,alto
12,179,33,14,0,1,123,2,medio
12,122,15,11,2,0,91,2,alto
5,127,25,15,2,0,100,2,medio
11,96,12,13,2,0,51,3,alto
12,153,26,17,2,1,46,2,medio
8,174,18,16,1,1,110,1,alto
12,99,17,13,1,0,38,2,baixo
7,132,16,15,2,1,108,1,alto
11,181,22,17,0,1,71,2,alto
11,62,8,9,2,0,66,1,alto
14,175,30,18,0,0,61,4,baixo
15,80,8,11,1,0,155,2,alto
7,174,25,17,0,1,118,4,medio
10,120,20,11,1,0,48,2,baixo
15,145,18,14,1,1,51,3,medio
5,61,9,9,0,0,104,1,medio
7,172,33,17,1,0,71,4,medio
7,111,13,13,2,1,127,3,alto
5,77,13,9,1,0,166,2,baixo
7,101,13,13,0,1,51,3,alto
11,102,16,10,0,1,103,1,medio
13,92,16,10,0,0,177,2,baixo
10,55,6,9,2,0,130,2,medio
9,96,14,11,1,0,127,1,medio
15,166,30,18,2,1,157,3,medio
11,69,6,9,0,1,40,1,alto
12,145,17,13,0,1,70,3,alto
8,108,17,13,0,1,99,2,alto
10,134,13,12,0,1,91,3,alto
15,158,24,16,0,0,181,4,baixo
15,83,14,9,2,0,128,1,medio
6,129,15,13,2,0,115,1,alto
11,97,9,11,0,1,56,2,alto
10,59,7,8,1,1,83,2,alto
10,123,21,15,1,1,103,2,alto
12,129,15,14,0,0,82,1,alto
8,125,16,13,2,1,84,1,alto
9,62,12,9,1,0,31,2,baixo
14,162,18,12,2,0,162,1,medio
15,61,6,11,2,0,140,2,alto
10,93,14,12,2,1,115,3,medio
5,176,24,12,0,0,37,1,baixo
6,141,28,16,2,0,181,3,baixo
14,115,14,11,1,0,51,2,medio
14,192,33,19,1,0,46,1,medio
9,56,6,10,0,1,123,2,alto
9,103,19,13,1,0,36,3,baixo
11,115,20,13,2,0,151,1,baixo
14,140,17,15,0,0,137,3,medio
5,102,19,10,1,1,188,2,baixo
12,68,7,11,0,1,51,1,alto
15,57,5,10,1,1,55,1,alto
6,52,8,9,2,1,197,2,baixo
13,169,32,13,2,0,166,1,baixo
10,103,12,10,2,0,73,1,alto
10,105,18,11,0,1,145,2,alto
5,90,16,12,1,0,48,3,baixo
10,136,27,12,1,0,138,2,baixo
12,61,9,10,2,1,180,1,baixo
12,87,8,11,1,0,28,2,medio
15,149,27,15,1,0,194,2,baixo
6,137,24,14,2,1,159,2,alto
15,90,11,10,2,1,95,1,alto
12,91,15,12,1,0,178,1,baixo
10,161,32,13,2,1,182,1,baixo
7,159,30,15,0,0,157,1,baixo
5,134,18,14,2,1,123,3,alto
11,69,6,11,2,1,77,2,alto
14,68,6,10,0,0,57,2,alto
6,181,24,13,1,0,154,3,baixo
8,77,12,12,2,0,190,1,baixo
7,140,25,16,2,0,66,2,baixo
11,61,12,11,0,1,200,2,baixo
10,181,22,16,2,1,147,3,alto
12,182,32,16,2,1,63,2,medio
15,131,16,12,1,0,189,3,baixo
9,152,15,17,2,0,155,3,alto
11,67,8,9,2,0,29,1,baixo
9,146,15,15,0,1,100,2,alto
5,104,13,10,1,1,145,1,baixo
7,87,16,12,0,0,111,3,medio
7,103,10,11,2,0,155,1,alto
11,107,20,11,1,1,127,1,medio
10,88,13,9,1,0,180,2,baixo
9,171,22,18,0,1,76,2,medio
11,157,20,17,1,1,188,4,alto
15,161,29,14,1,1,179,2,medio
5,98,11,11,1,1,65,2,alto
15,143,15,11,1,1,40,1,medio
14,167,29,18,1,0,47,3,baixo
11,104,16,13,2,0,73,3,alto
10,134,13,15,0,0,65,3,alto
13,115,15,12,2,1,83,2,alto
8,90,10,13,2,0,174,3,alto
13,171,18,16,2,0,43,3,medio
12,186,25,16,0,1,148,4,medio
14,60,8,10,0,1,26,2,baixo
12,172,27,14,2,0,134,3,medio
7,64,7,10,0,1,144,2,alto
14,149,29,13,0,0,163,2,baixo
10,116,11,11,1,0,77,2,alto
5,53,7,10,1,0,33,2,medio
9,95,9,11,0,1,149,2,alto
13,186,23,17,0,1,99,1,medio
15,164,17,12,0,1,159,3,medio
13,78,12,10,0,0,184,2,baixo
8,57,9,9,1,0,197,1,baixo
12,172,34,15,0,0,106,1,baixo
12,89,14,9,0,0,178,2,baixo
13,147,18,14,2,0,175,2,medio
12,186,30,19,0,0,30,4,medio
10,131,23,11,0,1,75,2,alto
10,62,11,11,0,0,81,1,alto
13,130,17,12,2,1,132,2,medio
9,88,14,11,2,0,87,2,alto
15,60,12,10,0,0,167,1,baixo
9,57,6,9,1,1,87,2,alto
7,129,21,14,1,0,116,2,medio
9,85,13,10,1,1,123,2,medio
8,150,20,14,1,0,180,2,baixo
6,194,22,13,2,1,60,2,alto
12,162,26,14,0,1,85,1,medio
8,148,18,15,2,0,39,1,medio
6,80,14,9,1,1,168,1,baixo
10,180,26,14,2,0,148,3,baixo
8,184,23,18,1,0,182,1,medio
14,200,27,18,2,0,85,4,medio
11,171,31,16,2,1,176,2,alto
13,88,11,10,1,1,192,1,baixo
12,104,11,11,2,1,68,1,alto
11,168,23,17,2,0,172,2,baixo
14,115,17,11,1,0,60,2,medio
8,193,31,13,1,1,145,2,medio
6,191,25,19,0,0,135,2,medio
7,168,24,17,1,1,192,2,medio
7,104,19,12,1,1,171,2,baixo
11,138,25,11,2,0,97,1,baixo
15,178,24,12,1,0,105,2,medio
5,73,8,10,2,1,188,1,baixo
5,58,10,8,0,0,158,1,baixo
9,96,14,12,2,0,52,3,medio
6,50,7,10,2,0,138,1,baixo
13,58,7,8,0,0,99,1,medio
13,105,20,14,0,0,91,2,medio
11,177,17,15,2,1,92,1,alto
14,197,27,16,1,1,151,2,alto
11,184,18,13,0,1,174,1,medio
11,92,10,12,0,1,195,1,medio
9,51,6,8,2,1,143,2,medio
8,198,21,17,2,0,117,3,alto
6,187,23,17,2,1,84,2,alto
15,71,11,9,2,1,67,1,alto
7,139,18,11,2,0,103,1,medio
13,137,19,14,2,1,78,3,alto
12,140,19,12,2,0,33,1,baixo
14,66,10,10,0,1,99,2,medio
12,164,18,15,0,1,70,1,alto
14,102,17,12,2,1,138,2,baixo
6,141,14,11,1,1,31,2,baixo
5,179,18,15,0,0,91,2,alto
13,118,15,10,1,1,91,1,alto
11,54,5,8,1,1,57,1,alto
7,86,15,12,1,1,65,2,medio
15,89,17,11,2,1,125,2,baixo
6,58,9,8,2,1,109,2,baixo
13,90,17,11,2,1,96,2,medio
14,151,19,12,1,1,38,2,baixo
12,133,24,15,1,1,75,3,medio
8,192,19,17,0,1,103,3,alto
12,121,15,12,2,0,134,1,medio
13,110,16,11,2,1,124,1,medio
5,125,18,12,0,1,116,1,alto
8,194,38,17,2,0,175,2,baixo
12,186,37,13,0,1,154,3,alto
9,149,17,11,1,1,37,2,baixo
5,89,12,12,1,0,42,2,medio
13,200,27,13,0,0,100,3,baixo
8,140,18,11,1,0,161,2,baixo
7,131,14,13,0,0,167,3,medio
7,139,25,13,2,1,166,1,medio
8,187,20,18,1,1,51,3,alto
6,101,12,12,0,1,51,1,alto
13,198,24,14,2,1,141,3,medio
13,54,6,10,0,0,116,1,alto
10,84,9,11,1,0,186,2,medio
15,140,22,16,2,1,115,2,alto
9,80,10,12,1,0,76,2,alto
12,83,15,11,1,0,25,2,baixo
11,157,31,17,2,0,113,1,baixo
11,200,36,14,0,0,181,3,baixo
15,86,11,10,2,0,97,2,alto
12,193,25,19,2,0,172,3,medio
10,129,22,12,0,0,75,3,baixo
5,182,31,19,2,0,34,1,baixo
13,51,9,8,2,1,89,1,baixo
5,140,24,11,2,1,75,1,baixo
11,171,34,14,2,1,76,3,medio
10,113,17,13,1,1,192,3,medio
6,52,5,8,2,0,77,1,alto
6,91,15,11,0,1,27,2,medio
9,75,8,9,2,1,147,1,medio
10,184,19,15,2,1,121,3,alto
13,115,16,10,1,1,46,2,medio
13,75,12,10,0,1,133,2,medio
13,144,14,14,2,1,59,1,alto
13,107,21,13,2,1,186,2,baixo
7,96,14,13,1,1,87,2,alto
8,104,13,10,2,1,107,2,alto
7,56,9,9,2,1,50,1,medio
9,121,13,12,1,1,91,1,alto
13,80,9,10,2,1,60,1,alto
5,81,11,9,0,1,87,2,alto
5,190,28,19,2,1,196,1,alto
10,165,27,17,2,0,25,4,baixo
14,81,13,11,0,0,176,1,baixo
5,84,15,11,1,1,152,1,medio
7,133,23,14,1,0,71,2,baixo
11,70,8,9,1,0,65,2,alto
9,127,12,13,1,1,141,3,alto
11,200,38,18,1,0,197,1,baixo
6,189,28,18,1,0,86,2,baixo
12,142,28,12,0,1,107,3,alto
12,170,30,17,0,1,61,2,medio
11,174,22,13,1,1,128,3,medio
5,140,21,14,2,0,193,3,baixo
9,198,36,18,2,0,127,4,baixo
6,57,5,8,2,1,115,2,alto
12,137,14,12,0,1,126,3,alto
13,110,18,12,2,1,153,1,medio
13,171,32,16,0,1,161,1,alto
10,164,32,15,2,0,58,2,baixo
15,177,17,15,0,0,156,3,medio
12,107,16,14,1,1,137,3,medio
13,145,18,13,1,1,192,2,medio
6,74,7,11,1,1,91,2,alto
8,134,22,14,0,1,104,1,alto
13,160,25,17,2,0,195,4,baixo
9,51,6,10,1,0,186,2,medio
8,188,23,18,2,1,41,1,alto
15,102,17,10,1,1,65,1,baixo
14,159,21,15,2,0,77,1,alto
15,176,31,18,2,0,130,3,baixo
13,119,16,14,2,1,100,2,alto
13,185,28,13,2,1,50,2,baixo
8,172,24,13,0,0,47,3,baixo
8,132,19,13,2,0,37,2,baixo
15,90,12,11,0,0,158,1,baixo
9,62,12,11,0,1,115,2,medio
11,142,23,12,0,0,158,1,baixo
10,98,18,11,2,1,86,1,medio
15,177,18,16,1,1,47,4,alto
6,162,18,12,1,1,148,3,alto
13,122,24,14,0,0,103,3,medio
12,149,17,12,2,0,189,1,medio
15,52,7,9,0,0,114,1,medio
14,115,21,10,1,1,164,1,baixo
6,53,6,9,2,0,128,2,medio
15,70,13,9,2,1,110,2,baixo
7,159,20,12,0,0,145,3,baixo
8,141,23,11,2,0,182,1,baixo
15,79,12,12,2,0,26,3,baixo
13,185,37,14,2,1,145,2,medio
13,145,23,15,2,1,112,3,medio
9,115,20,11,1,1,143,2,baixo
15,58,7,10,1,1,92,1,alto
8,51,9,9,2,0,156,2,baixo
7,127,16,11,2,0,61,1,medio
11,91,10,12,1,1,169,2,medio
12,176,34,15,1,0,60,1,baixo
6,170,34,12,2,1,177,2,baixo
6,90,14,10,0,0,46,1,baixo
7,71,9,9,2,1,167,2,baixo
12,104,20,10,0,0,60,1,baixo
15,58,10,10,2,1,59,2,alto
9,103,12,12,2,0,126,3,alto
10,139,17,13,1,0,154,3,alto
6,173,22,18,1,1,182,4,alto
6,199,22,17,1,1,47,2,medio
5,192,34,14,1,1,156,1,medio
11,138,27,11,0,0,64,2,baixo
12,187,27,17,2,1,177,2,alto
13,125,21,12,2,0,119,3,medio
12,127,17,14,2,1,83,3,alto
7,63,11,11,2,0,152,1,medio
6,58,8,9,2,1,105,2,medio
13,66,7,11,1,1,37,2,alto
12,164,28,13,0,0,144,2,medio
6,94,17,10,2,1,126,2,baixo
11,117,16,10,0,1,107,1,alto
14,123,17,13,2,1,185,3,medio
13,98,13,11,2,1,80,2,alto
12,195,39,15,0,0,199,3,baixo
13,115,12,14,1,0,120,1,alto
6,63,9,10,0,0,82,2,alto
8,182,32,18,2,0,83,2,baixo
11,170,31,16,1,1,177,4,baixo
14,180,24,15,1,0,180,2,baixo
8,65,10,9,2,0,144,2,medio
13,77,8,9,1,1,122,2,alto
6,185,34,16,2,0,94,1,baixo
6,176,31,16,2,1,163,1,alto
15,76,7,12,1,0,127,2,alto
8,143,25,12,0,1,148,2,medio
13,154,28,15,1,1,25,1,baixo
6,87,15,12,2,0,56,1,medio
8,186,26,17,2,0,158,3,medio
8,71,14,9,1,0,122,2,baixo
6,93,15,11,2,1,69,1,medio
13,170,25,16,2,0,179,3,baixo
9,191,22,14,0,1,58,2,alto
9,185,31,18,0,1,60,3,medio
10,91,14,12,0,1,37,2,medio
6,127,23,11,1,1,124,2,medio
7,149,21,12,2,0,119,2,medio
15,172,21,14,1,0,99,1,alto
15,163,23,14,2,0,102,1,alto
5,79,10,12,2,1,63,2,alto
14,66,7,11,2,0,35,1,alto
6,60,11,11,0,1,139,2,baixo
15,170,21,15,0,0,124,3,medio
7,142,25,16,1,0,86,3,baixo
15,91,13,11,2,0,99,2,alto
10,137,23,12,1,1,128,2,baixo
14,198,36,20,2,0,65,5,baixo
8,88,12,10,0,0,38,2,baixo
6,94,11,10,1,1,162,1,medio
13,149,14,14,0,0,83,1,alto
7,121,23,12,0,0,33,1,baixo
5,82,14,12,2,0,148,2,alto
9,195,29,16,0,0,184,3,baixo
7,193,29,14,2,1,184,2,medio
10,188,23,16,2,1,149,2,medio
10,110,12,12,2,0,190,1,medio
13,139,14,14,1,0,67,1,alto
13,117,15,13,0,0,192,3,baixo
8,54,5,8,1,1,84,2,alto
13,107,16,14,2,0,181,3,baixo
9,135,18,15,2,0,138,1,alto
11,111,21,12,1,1,52,1,baixo
5,132,20,12,1,1,111,1,medio
13,105,18,11,1,1,43,1,baixo
13,59,10,8,2,1,192,2,baixo
14,52,9,8,0,0,150,1,baixo
8,66,13,9,0,0,143,1,baixo
9,180,27,16,1,0,93,3,baixo
12,196,34,18,1,0,106,2,medio
12,91,13,11,2,0,59,2,alto
15,68,6,10,2,1,120,1,alto
14,105,20,12,0,1,104,1,medio
10,92,13,10,1,0,119,1,medio
10,132,20,12,2,1,184,1,medio
11,73,14,10,1,1,31,1,baixo
10,122,18,14,1,1,106,3,medio
12,102,15,12,0,1,62,1,alto
8,169,28,18,2,0,155,3,baixo
15,109,13,11,1,1,85,1,alto
11,101,16,13,1,0,47,1,medio
9,107,14,11,0,0,191,2,baixo
7,185,35,17,0,0,88,4,baixo
9,152,19,14,1,0,68,3,alto
6,110,18,12,0,0,174,3,baixo
12,120,19,15,0,0,66,1,medio
12,65,10,10,2,0,55,2,alto
5,134,26,15,2,1,100,2,medio
14,197,38,14,1,1,33,2,baixo
15,150,16,14,1,0,131,2,alto
14,122,23,11,1,1,88,2,medio
5,122,15,13,2,0,173,2,medio
12,80,9,10,2,0,148,1,medio
5,64,9,11,1,0,68,2,alto
15,61,6,9,0,0,117,2,alto
13,137,14,15,1,0,166,2,alto
7,161,29,15,1,0,177,3,baixo
13,81,11,9,0,1,28,2,baixo
10,171,22,18,1,0,92,4,alto
8,171,30,14,2,0,119,3,baixo
10,186,34,14,2,0,63,2,baixo
11,191,35,16,0,0,26,1,medio
12,186,18,18,2,0,90,1,alto
15,179,29,14,0,0,149,1,medio
15,157,25,14,0,0,95,1,medio
11,196,29,15,0,1,152,1,alto
7,165,29,15,2,0,113,3,medio
5,88,12,11,0,1,141,1,medio
14,175,24,17,1,0,108,3,medio
12,78,14,11,1,0,82,1,alto
15,169,20,13,1,1,198,2,medio
7,118,15,11,2,1,192,2,medio
12,70,8,10,1,1,192,2,medio
13,183,30,17,2,0,124,3,medio
10,181,32,17,0,1,176,1,medio
8,50,10,10,2,1,122,1,baixo
5,76,13,10,2,1,151,1,baixo
9,164,21,12,0,0,188,1,baixo
11,130,22,12,1,0,101,3,medio
6,72,12,10,0,1,31,1,baixo
5,94,17,10,2,1,107,1,medio
5,153,30,17,1,1,84,3,medio
8,178,27,15,2,1,55,2,alto
5,191,19,18,1,1,142,2,alto
12,89,15,9,0,0,71,1,medio
15,132,21,14,1,1,104,1,medio
12,162,30,14,2,0,178,1,baixo
7,66,11,10,0,0,125,2,medio
5,54,9,8,2,0,52,1,alto
5,100,12,13,0,1,67,2,alto
11,130,18,13,1,0,199,2,baixo
13,85,16,12,2,1,55,3,baixo
10,80,11,11,1,0,106,1,alto
14,195,22,15,0,0,111,2,medio
6,78,8,12,1,1,121,1,alto
7,109,15,12,1,1,164,2,medio
13,189,29,19,2,0,78,4,medio
9,106,21,10,2,0,95,1,medio
7,193,31,17,2,1,47,4,medio
8,53,10,10,1,0,140,1,medio
8,94,9,11,0,0,34,1,alto
12,148,18,15,0,1,181,1,alto
14,62,11,9,1,1,67,2,medio
13,50,7,8,1,0,126,2,medio
8,164,18,15,1,1,64,1,alto
10,130,19,15,1,0,158,3,medio
15,95,18,10,2,1,184,1,baixo
12,187,33,16,1,1,195,1,medio
15,128,17,11,0,0,167,1,baixo
8,162,17,15,0,1,124,3,alto
15,139,21,15,0,1,85,3,alto
12,128,22,13,2,1,122,3,medio
12,130,26,12,1,1,84,3,baixo
8,121,20,14,2,0,56,3,medio
9,130,19,11,2,0,82,2,alto
11,94,16,10,0,0,110,2,baixo
9,82,16,12,1,0,172,3,baixo
13,77,9,10,1,0,38,1,medio
10,149,17,13,2,1,76,1,alto
6,193,23,19,0,0,199,4,baixo
15,199,21,15,0,0,133,3,medio
9,169,23,13,1,0,164,1,baixo
7,124,13,15,2,0,137,1,alto
13,127,23,11,1,0,39,2,baixo
9,101,10,11,1,1,196,1,medio
9,70,9,9,2,1,101,1,medio
10,127,18,13,0,1,165,2,medio
5,155,25,15,2,1,46,1,baixo
8,124,14,11,2,0,49,1,medio
13,77,13,9,1,0,32,1,baixo
10,183,19,19,1,0,128,4,alto
13,50,10,10,0,0,60,2,alto
5,73,11,10,1,1,108,1,medio
14,141,21,11,0,1,189,2,medio
11,102,18,10,0,0,74,2,baixo
10,189,23,17,1,1,133,4,medio
6,178,30,15,2,1,106,2,alto
14,172,34,17,1,1,194,1,alto
8,90,13,13,0,0,160,1,baixo
8,138,21,12,2,0,154,1,baixo
13,190,23,19,2,0,171,1,medio
6,105,11,10,1,1,56,1,alto
6,112,18,10,2,0,170,1,baixo
8,77,11,11,0,0,41,2,medio
14,123,23,11,1,1,154,2,baixo
7,103,17,13,1,1,80,1,alto
7,120,16,13,1,1,188,1,medio
11,71,7,9,2,1,106,2,alto
5,176,34,15,1,0,149,2,baixo
7,159,26,12,1,1,74,1,baixo
12,116,17,12,0,1,148,3,medio
11,153,17,13,0,1,149,3,medio
5,173,26,15,2,1,127,2,medio
6,62,8,10,1,0,174,1,baixo
12,129,13,15,2,0,104,2,alto
9,151,15,17,1,0,119,4,alto
9,62,11,11,0,1,31,2,baixo
8,140,14,16,2,1,67,4,alto
5,165,24,18,0,1,74,2,medio
14,91,14,11,0,0,196,1,baixo
13,116,19,10,2,0,149,2,baixo
14,92,16,13,2,1,149,2,baixo
6,102,20,13,2,0,160,2,baixo
9,161,30,14,1,0,48,2,baixo
8,176,28,16,1,1,142,3,medio
10,74,13,10,1,1,127,2,baixo
14,126,14,13,0,0,110,3,alto
7,66,7,11,1,1,171,2,medio
15,172,29,18,2,0,148,4,baixo
12,85,13,9,1,1,34,2,baixo
9,113,11,11,2,1,93,1,alto
15,50,5,8,0,1,26,1,baixo
6,97,17,10,1,1,198,1,baixo
6,160,27,14,0,1,120,1,alto
8,77,9,11,0,0,35,1,medio
9,163,25,17,0,1,97,2,alto
10,120,17,13,1,1,73,2,alto
7,107,11,12,2,0,165,1,medio
5,68,6,10,2,0,70,1,alto
5,73,8,10,0,1,70,2,alto
14,152,20,14,2,1,113,1,alto
13,197,27,20,0,0,50,5,medio
13,133,19,13,2,0,25,2,baixo
15,55,6,8,0,1,154,2,baixo
9,113,12,11,2,1,71,1,alto
7,76,12,12,1,1,80,1,alto
14,108,16,12,2,0,179,2,baixo
9,51,6,10,0,1,103,2,alto
15,188,32,17,0,0,168,4,baixo
6,143,23,16,0,1,176,4,medio
5,128,13,11,1,1,144,1,medio
13,178,20,12,1,0,185,3,baixo
5,170,31,12,1,1,193,1,baixo
7,95,16,10,1,0,133,2,baixo
5,189,26,18,2,0,188,3,baixo
15,127,13,15,0,0,91,2,alto
7,152,23,15,0,0,28,1,baixo
10,58,5,8,2,1,191,1,baixo
13,133,15,14,2,0,177,3,medio
6,190,20,14,2,0,45,1,medio
12,144,24,12,1,0,162,3,baixo
14,78,8,10,2,1,197,1,baixo
14,166,24,15,2,1,85,1,medio
6,87,10,11,2,1,167,2,medio
10,191,28,18,2,1,129,3,alto
15,127,13,13,0,0,193,2,baixo
6,69,6,10,2,1,34,1,alto
15,80,15,10,2,0,86,2,alto
11,180,31,14,1,0,102,1,baixo
9,73,7,10,0,0,91,2,alto
9,94,12,10,0,0,161,1,baixo
9,102,17,10,1,1,115,2,medio
13,157,30,17,1,1,65,3,medio
10,187,21,16,0,1,110,3,medio
14,74,14,9,0,1,138,2,baixo
7,69,10,9,1,1,173,2,baixo
